equation_id,report_section,equation_name,classification,physical_or_numerical_purpose,theory_runtime_label,dependent_variable,differential_states,algebraic_variables,inputs,parameters,units,per_unit_base,sign_convention,reference_frame,current_direction,assumptions,source_author,source_title,edition_year,chapter_section,printed_page,PDF_page_index,source_equation_number,DOI_ISBN_URL,source_notation,project_notation,transformation_derivation,production_function,production_file,test_or_oracle,readiness_status,limitation
"SG-P-05","5.2","Padiyar stator algebraic equations","SOURCE_TRANSFORMED","Stator algebraic: Id, Iq from terminal voltage and EMFs.","RUNTIME_EQUATION","Id, Iq","none","Vd, Vq, Eqp, Edp","Ra, Xdp, Xqp","see source_notation/project_notation","pu","machine base","machine into network","rotor dq frame","machine into network","two-axis transient; stator algebraic (neglect stator transients)","Padiyar","Power System Dynamics: Stability and Control","2nd ed.","6","--","--","Eq 6.x","--","Id=(-Ra*rd-Xqp*rq)/den; Iq=(Xdp*rd-Ra*rq)/den; rd=Vd-Edp; rq=Vq-Eqp; den=Ra^2+Xdp*Xqp","identical (padiyar_model11_dae.m:153-155)","source: Id=(-Ra*rd-Xqp*rq)/den; Iq=(Xdp*rd-Ra*rq)/den; rd=Vd-Edp; rq=Vq-Eqp; den=Ra^2+Xdp*Xqp -> project: identical (padiyar_model11_dae.m:153-155)","padiyar_model11_dae / machine_algebraic","+stability/padiyar_model11_dae.m:149-156","test_padiyar_two_area_reference","VERIFIED","dq frame per Padiyar convention (to_dq/from_dq_current)."
"SG-P-06","5.2","Padiyar network coupling","PROJECT_DERIVED","Generator current injected into network bus; KCL residual.","RUNTIME_EQUATION","g","none","V, Ig","Y","see source_notation/project_notation","pu","machine base","machine into network","rotor dq frame","machine into network","current balance; injection positive","Padiyar","Power System Dynamics: Stability and Control","2nd ed.","9.6.1","325-331","338-344","Eq 9.x","--","g = Ig - Y*V = 0","identical (network_residual: gc=-Inet; gc(b)+=Ig; g=[real;imag])","source: g = Ig - Y*V = 0 -> project: identical (network_residual: gc=-Inet; gc(b)+=Ig; g=[real;imag])","padiyar_model11_dae / network_residual","+stability/padiyar_model11_dae.m:138-147","test_padiyar_two_area_reference","VERIFIED","KCL sign: injection positive; residual = injection - Y*V."
"SG-E-01","5.3","EMF6 state inventory","CASE_DEFINED","Six states per machine: [delta, omega, Eqp, Edp, Eqpp, Edpp].","RUNTIME_MODEL_INTERFACE","x","delta, omega, Eqp, Edp, Eqpp, Edpp","none","none","see source_notation/project_notation","mixed","machine base","machine into network","rotor dq frame","machine into network","operational sixth-order EMF; subtransient included","Kundur","Power System Stability and Control","1st ed.","3-4","--","--","Eq 3.x","--","states [delta, omega, Eqp, Edp, Eqpp, Edpp]","identical (synchronous_emf6_ssa.m:3,136)","source: states [delta, omega, Eqp, Edp, Eqpp, Edpp] -> project: identical (synchronous_emf6_ssa.m:3,136)","synchronous_emf6_ssa / emf6_dae","+stability/synchronous_emf6_ssa.m:3","test_emf6_model","VERIFIED","Legacy GENTPJ/primitive-flux paths in legacy/ are NOT production."
"SG-E-02","5.3","EMF6 swing equations","SOURCE_TRANSFORMED","Rotor angle and speed derivatives for sixth-order model.","RUNTIME_EQUATION","delta, omega","delta, omega","none","w0, H, D, Tm, Te","see source_notation/project_notation","rad/s, pu/s","machine base","machine into network","rotor dq frame","machine into network","operational EMF6; omega state stores pu speed","Kundur","Power System Stability and Control","1st ed.","3-4","--","--","Eq 3.x","--","d(delta)/dt=w0*omega; d(omega)/dt=(Tm-Te-D*omega)/(2*H)","identical (synchronous_emf6_ssa.m:158-159)","source: d(delta)/dt=w0*omega; d(omega)/dt=(Tm-Te-D*omega)/(2*H) -> project: identical (synchronous_emf6_ssa.m:158-159)","synchronous_emf6_ssa / differential_residual","+stability/synchronous_emf6_ssa.m:158-159","test_emf6_model","VERIFIED","2H in denominator; w0=2*pi*f. Note: omega state convention differs from classical (see transformation)."
"SG-E-03","5.3","EMF6 transient/subtransient EMF equations","SOURCE_TRANSFORMED","Eqp, Edp, Eqpp, Edpp derivatives with subtransient dynamics.","RUNTIME_EQUATION","Eqp, Edp, Eqpp, Edpp","Eqp, Edp, Eqpp, Edpp","Id, Iq, Efd","Xd, Xdp, Xdpp, Xq, Xqp, Xqpp, Tpd0, Tppd0, Tpq0, Tppq0, c_d, d_d, c_q, d_q","see source_notation/project_notation","pu/s","machine base","machine into network","rotor dq frame","machine into network","subtransient model; c_d/d_d coefficients from reactances","Kundur","Power System Stability and Control","1st ed.","3-4","--","--","Eq 3.x","--","d(Eqp)=(Efd+c_d*Eqpp-d_d*Eqp)/Tpd0; d(Edp)=(c_q*Edpp-d_q*Edp)/Tpq0; d(Eqpp)=(Eqp-Eqpp-(Xdp-Xdpp)*Id)/Tppd0; d(Edpp)=(Edp-Edpp+(Xqp-Xqpp)*Iq)/Tppq0","identical (synchronous_emf6_ssa.m:160-163)","source: d(Eqp)=(Efd+c_d*Eqpp-d_d*Eqp)/Tpd0; d(Edp)=(c_q*Edpp-d_q*Edp)/Tpq0; d(Eqpp)=(Eqp-Eqpp-(Xdp-Xdpp)*Id)/Tppd0; d(Edpp)=(Edp-Edpp+(Xqp-Xqpp)*Iq)/Tppq0 -> project: identical (synchronous_emf6_ssa.m:160-163)","synchronous_emf6_ssa / differential_residual","+stability/synchronous_emf6_ssa.m:160-163","test_emf6_model","VERIFIED","c_d=(Xd-Xdp)/(Xdp-Xdpp); d_d=(Xd-Xdpp)/(Xdp-Xdpp); similarly q (lines 86-89)."
"SG-E-04","5.3","EMF6 stator algebraic equations","SOURCE_TRANSFORMED","Stator algebraic: Id, Iq from subtransient EMFs and terminal voltage.","RUNTIME_EQUATION","Id, Iq","none","Vd, Vq, Eqpp, Edpp","Ra, Xdpp, Xqpp","see source_notation/project_notation","pu","machine base","machine into network","rotor dq frame","machine into network","subtransient stator; neglect stator transients","Kundur","Power System Stability and Control","1st ed.","3-4","--","--","Eq 3.x","--","Id=(-Ra*rd-Xqpp*rq)/det; Iq=(Xdpp*rd-Ra*rq)/det; rd=Vd-Edpp; rq=Vq-Eqpp; det=Xdpp*Xqpp+Ra^2","identical (synchronous_emf6_ssa.m:190-193)","source: Id=(-Ra*rd-Xqpp*rq)/det; Iq=(Xdpp*rd-Ra*rq)/det; rd=Vd-Edpp; rq=Vq-Eqpp; det=Xdpp*Xqpp+Ra^2 -> project: identical (synchronous_emf6_ssa.m:190-193)","synchronous_emf6_ssa / machine_algebraic","+stability/synchronous_emf6_ssa.m:186-194","test_emf6_model","VERIFIED","dq frame via kundur_book_dq."
"SG-E-05","5.3","EMF6 electromagnetic power","SOURCE_VERBATIM","Air-gap electrical torque from dq stator variables.","RUNTIME_EQUATION","Te","none","Vd, Vq, Id, Iq, Ra","none","see source_notation/project_notation","pu","machine base","machine into network","rotor dq frame","machine into network","air-gap torque; includes stator copper loss","Kundur","Power System Stability and Control","1st ed.","3-4","--","--","Eq 3.x","--","Te = Vd*Id + Vq*Iq + Ra*(Id^2+Iq^2)","identical (synchronous_emf6_ssa.m:157,236; electrical_power_direct)","source: Te = Vd*Id + Vq*Iq + Ra*(Id^2+Iq^2) -> project: identical (synchronous_emf6_ssa.m:157,236; electrical_power_direct)","synchronous_emf6_ssa / electrical_power_direct","+stability/synchronous_emf6_ssa.m:229-238","test_emf6_model","VERIFIED","Computed directly from dq variables, NOT reverse-derived from swing."
"SG-E-06","5.3","EMF6 network-current transformation","PROJECT_DERIVED","Transform dq currents to network frame and inject into bus.","RUNTIME_EQUATION","Ig","none","Id, Iq, delta","none","see source_notation/project_notation","pu","machine base","machine into network","rotor dq frame","machine into network","Park transformation; current positive into network","Kundur","Power System Stability and Control","1st ed.","3-4","--","--","Eq 3.x","--","Ig = kundur_book_network_current(Id, Iq, delta)","identical (synchronous_emf6_ssa.m:181; g(2*b-1:2*b)+=[real(Ig);imag(Ig)])","source: Ig = kundur_book_network_current(Id, Iq, delta) -> project: identical (synchronous_emf6_ssa.m:181; g(2*b-1:2*b)+=[real(Ig);imag(Ig)])","synchronous_emf6_ssa / network_residual","+stability/synchronous_emf6_ssa.m:179-183","test_emf6_model","VERIFIED","KCL: g = Iinj - Y*V = 0 (same sign as Padiyar)."
"SG-E-07","5.3","EMF6 initial-condition construction","PROJECT_DERIVED","Initialize EMF6 states from PF solution so operating point is equilibrium.","RUNTIME_DERIVATION","x0, y0","delta, omega, Eqp, Edp, Eqpp, Edpp","V, S","Ra, Xq, Xdp, Xdpp, Xqp, Xqpp, d_d","see source_notation/project_notation","mixed","machine base","machine into network","rotor dq frame","machine into network","equilibrium from PF; angle from Newton on angle_residual","Kundur","Power System Stability and Control","1st ed.","3-4","--","--","Eq 3.x","--","delta from angle_residual Newton; Id,Iq from dq; Eqpp,Edpp,Eqp,Edp,Efd from stator eqs; Te from dq","identical (synchronous_emf6_ssa.m:108-144)","source: delta from angle_residual Newton; Id,Iq from dq; Eqpp,Edpp,Eqp,Edp,Efd from stator eqs; Te from dq -> project: identical (synchronous_emf6_ssa.m:108-144)","synchronous_emf6_ssa / initialize_equilibrium","+stability/synchronous_emf6_ssa.m:108-144","test_emf6_model","VERIFIED","Efd = d_d*Eqp - c_d*Eqpp; Tm = Te at equilibrium."
"SSSA-01","6","Nonlinear DAE","SOURCE_VERBATIM","Semi-explicit DAE governing small-signal dynamics.","THEORY_FOUNDATION","x, y","x","y","u","see source_notation/project_notation","mixed","system base","machine into network","rotor dq frame","network into bus","smooth between events; index-1 DAE","Bergen & Vittal","Power Systems Analysis","2nd ed.","12.2","--","--","Eq 12.1","--","dx/dt=f(x,y,u); 0=g(x,y,u)","identical (dae_f, dae_g closures)","source: dx/dt=f(x,y,u); 0=g(x,y,u) -> project: identical (dae_f, dae_g closures)","multimachine_ssa / model","+stability/multimachine_ssa.m","test_emf6_model","VERIFIED","u fixed at equilibrium for SSSA."
"SSSA-02","6","Equilibrium conditions","SOURCE_VERBATIM","At equilibrium both f and g vanish.","THEORY_FOUNDATION","x0, y0","none","none","none","see source_notation/project_notation","mixed","system base","machine into network","rotor dq frame","network into bus","equilibrium from PF + initialization","Bergen & Vittal","Power Systems Analysis","2nd ed.","12.2","--","--","Eq 12.2","--","f(x0,y0,u0)=0; g(x0,y0,u0)=0","identical (rf=f(x0,y0); rg=g(x0,y0); norm checked)","source: f(x0,y0,u0)=0; g(x0,y0,u0)=0 -> project: identical (rf=f(x0,y0); rg=g(x0,y0); norm checked)","synchronous_emf6_ssa / padiyar_model11_dae","+stability/synchronous_emf6_ssa.m:27-32","test_emf6_model","VERIFIED","Residual must be below equilibrium_tolerance (1e-10)."
"SSSA-03","6","First-order Taylor expansion","SOURCE_VERBATIM","Linearize DAE around equilibrium.","RUNTIME_DERIVATION","dx, dy","x, y","y","none","see source_notation/project_notation","mixed","system base","machine into network","rotor dq frame","network into bus","small perturbations; first-order Taylor","Bergen & Vittal","Power Systems Analysis","2nd ed.","12.3","--","--","Eq 12.3","--","[dx_dot; 0] = [Jxx Jxy; Jyx Jyy]*[dx; dy]","identical (numerical_jacobian computes blocks)","source: [dx_dot; 0] = [Jxx Jxy; Jyx Jyy]*[dx; dy] -> project: identical (numerical_jacobian computes blocks)","synchronous_emf6_ssa / numerical_jacobian","+stability/synchronous_emf6_ssa.m:216-227","test_emf6_model","VERIFIED","Central FD with fd_eps=3e-6 (EMF6) or 1e-6 (Padiyar)."
"SSSA-04","6","Four Jacobian blocks","SOURCE_VERBATIM","Partial derivatives of f,g w.r.t. x,y.","RUNTIME_EQUATION","Jxx, Jxy, Jyx, Jyy","x","y","none","see source_notation/project_notation","mixed","system base","machine into network","rotor dq frame","network into bus","smooth f,g","Bergen & Vittal","Power Systems Analysis","2nd ed.","12.3","--","--","Eq 12.4","--","Jxx=df/dx, Jxy=df/dy, Jyx=dg/dx, Jyy=dg/dy","identical (numerical_jacobian returns all four)","source: Jxx=df/dx, Jxy=df/dy, Jyx=dg/dx, Jyy=dg/dy -> project: identical (numerical_jacobian returns all four)","numerical_jacobian","+stability/synchronous_emf6_ssa.m:216-227, +stability/multimachine_ssa.m:79-94","test_emf6_model","VERIFIED","Central difference (f(x+h)-f(x-h))/(2h)."
"SSSA-05","6","Algebraic perturbation elimination","SOURCE_TRANSFORMED","Eliminate algebraic variables to get reduced state matrix.","RUNTIME_DERIVATION","dy","none","none","Jyy, Jyx","see source_notation/project_notation","mixed","system base","machine into network","rotor dq frame","network into bus","Jyy nonsingular (index-1)","Bergen & Vittal","Power Systems Analysis","2nd ed.","12.3","--","--","Eq 12.5","--","dy = -Jyy^{-1}*Jyx*dx (conceptual; production uses backslash)","identical (multimachine_ssa.m:44 uses Jyy(free_y,free_y)\Jyx(free_y,:))","source: dy = -Jyy^{-1}*Jyx*dx (conceptual; production uses backslash) -> project: identical (multimachine_ssa.m:44 uses Jyy(free_y,free_y)\Jyx(free_y,:))","multimachine_ssa","+stability/multimachine_ssa.m:44","test_emf6_model","VERIFIED","Production NEVER forms inverse; uses backslash."
"SSSA-06","6","Reduced state matrix (Schur complement)","PROJECT_DERIVED","Schur complement gives reduced state matrix for eigenvalue analysis.","RUNTIME_EQUATION","A","none","none","Jxx, Jxy, Jyy, Jyx","see source_notation/project_notation","mixed","system base","machine into network","rotor dq frame","network into bus","Jyy nonsingular on free_y subspace","Bergen & Vittal","Power Systems Analysis","2nd ed.","12.3","--","--","Eq 12.6","--","A = Jxx - Jxy*(Jyy\Jyx)","identical (Afull=Jxx-Jxy(:,free_y)*(Jyy(free_y,free_y)\Jyx(free_y,:)))","source: A = Jxx - Jxy*(Jyy\Jyx) -> project: identical (Afull=Jxx-Jxy(:,free_y)*(Jyy(free_y,free_y)\Jyx(free_y,:)))","multimachine_ssa","+stability/multimachine_ssa.m:44","test_emf6_model","VERIFIED","free_y retains algebraic variables; backslash, no inverse."
"SSSA-07","6","Voltage/reference constraint ownership","PROJECT_DERIVED","free_y selects algebraic variables retained in Schur complement.","RUNTIME_EQUATION","free_y","none","y","none","see source_notation/project_notation","mixed","system base","machine into network","rotor dq frame","network into bus","reduced Jyy must remain square","Bergen & Vittal","Power Systems Analysis","2nd ed.","12.3","--","--","Eq 12.7","--","free_y = indices of algebraic variables to retain","identical (multimachine_ssa.m:38-42; default 1:ny; EMF6 sets free_y=1:ny)","source: free_y = indices of algebraic variables to retain -> project: identical (multimachine_ssa.m:38-42; default 1:ny; EMF6 sets free_y=1:ny)","multimachine_ssa","+stability/multimachine_ssa.m:38-42","test_emf6_model","VERIFIED","Project uses free_y (generic), not vcon_vars/vcon_rows. COI reduction optional."
"SSSA-08","6","Eigenvalue definition","SOURCE_VERBATIM","Eigenvalues of reduced state matrix determine modes.","RUNTIME_EQUATION","lambda","none","none","A","see source_notation/project_notation","1/s","system base","machine into network","rotor dq frame","network into bus","linear time-invariant system","Bergen & Vittal","Power Systems Analysis","2nd ed.","12.4","--","--","Eq 12.8","--","A*phi = lambda*phi","identical (lambda_full=eig(Afull))","source: A*phi = lambda*phi -> project: identical (lambda_full=eig(Afull))","multimachine_ssa","+stability/multimachine_ssa.m:45","test_emf6_model","VERIFIED","eig is base MATLAB primitive (audited linear-algebra)."
"SSSA-09","6","Frequency","SOURCE_VERBATIM","Oscillation frequency from imaginary part of eigenvalue.","RUNTIME_EQUATION","f","none","none","lambda","see source_notation/project_notation","Hz","system base","machine into network","rotor dq frame","network into bus","complex eigenvalue lambda=sigma+j*omega","Bergen & Vittal","Power Systems Analysis","2nd ed.","12.4","--","--","Eq 12.9","--","f = |Im(lambda)|/(2*pi)","identical (frequency_Hz=abs(imag(lambda_full))/(2*pi))","source: f = |Im(lambda)|/(2*pi) -> project: identical (frequency_Hz=abs(imag(lambda_full))/(2*pi))","multimachine_ssa","+stability/multimachine_ssa.m:67","test_emf6_model","VERIFIED","Hz; omega in rad/s."
"SSSA-10","6","Damping ratio","SOURCE_VERBATIM","Damping ratio from real and imaginary parts.","RUNTIME_EQUATION","zeta","none","none","lambda","see source_notation/project_notation","dimensionless","system base","machine into network","rotor dq frame","network into bus","complex eigenvalue","Bergen & Vittal","Power Systems Analysis","2nd ed.","12.4","--","--","Eq 12.10","--","zeta = -Re(lambda)/|lambda|","identical (damping_ratio=-real(lambda)./(abs(lambda)+eps))","source: zeta = -Re(lambda)/|lambda| -> project: identical (damping_ratio=-real(lambda)./(abs(lambda)+eps))","multimachine_ssa","+stability/multimachine_ssa.m:68","test_emf6_model","VERIFIED","+eps guards zero eigenvalue (reference mode)."
"SSSA-11","6","Stability interpretation","PROJECT_DERIVED","Classify modes: asymptotic stability, instability, reference, marginal.","VALIDATION_ORACLE","stable","none","none","lambda","see source_notation/project_notation","dimensionless","system base","machine into network","rotor dq frame","network into bus","linear system","Bergen & Vittal","Power Systems Analysis","2nd ed.","12.4","--","--","Eq 12.11","--","stable iff all Re(lambda)<0; zero eigenvalue = reference mode","identical (stable=all(real(lambda)<-1e-9))","source: stable iff all Re(lambda)<0; zero eigenvalue = reference mode -> project: identical (stable=all(real(lambda)<-1e-9))","multimachine_ssa","+stability/multimachine_ssa.m:69","test_emf6_model","VERIFIED","Reference mode (zero eigenvalue) excluded by COI reduction."
"SSSA-12","6","Mode-shape / participation (if computed)","PROJECT_DERIVED","Right eigenvectors give mode shapes.","DIAGNOSTIC_ONLY","V","none","none","A","see source_notation/project_notation","dimensionless","system base","machine into network","rotor dq frame","network into bus","linear system","Bergen & Vittal","Power Systems Analysis","2nd ed.","12.5","--","--","Eq 12.12","--","V = eigenvectors of A","identical (mode_shapes=Vfull from eig)","source: V = eigenvectors of A -> project: identical (mode_shapes=Vfull from eig)","multimachine_ssa","+stability/multimachine_ssa.m:46","test_emf6_model","VERIFIED","Participation factors not separately computed; mode shapes available."
"TS-F-01","7","Integral form of the state equation","SOURCE_VERBATIM","State evolution as integral of derivative.","THEORY_FOUNDATION","x","x","y","u, f","see source_notation/project_notation","mixed","system base","machine into network","rotor dq frame","network into bus","smooth f between events","Hairer, Nørsett & Wanner","Solving ODEs I","2nd ed.","II.1","--","--","Eq 1.1","--","x(t+h)-x(t) = integral_t^{t+h} f(tau,x,y,u) dtau","identical (basis of trapezoidal quadrature)","source: x(t+h)-x(t) = integral_t^{t+h} f(tau,x,y,u) dtau -> project: identical (basis of trapezoidal quadrature)","ts_step_kernel","+stability/ts_step_kernel.m","test_ts_characterization_fixed","VERIFIED","DAE: algebraic constraint g=0 alongside."
"TS-F-02","7","Trapezoidal quadrature derivation","SOURCE_VERBATIM","Approximate integral by trapezoidal rule (order 2).","RUNTIME_DERIVATION","x","none","f","none","see source_notation/project_notation","mixed","system base","machine into network","rotor dq frame","network into bus","smooth f; O(h^3) local error","Hairer, Nørsett & Wanner","Solving ODEs I","2nd ed.","II.1","--","--","Eq 1.2","--","integral = (h/2)*(f(t)+f(t+h)) + O(h^3)","identical (quadrature basis of trapezoidal update)","source: integral = (h/2)*(f(t)+f(t+h)) + O(h^3) -> project: identical (quadrature basis of trapezoidal update)","ts_step_kernel","+stability/ts_step_kernel.m","test_ts_characterization_fixed","VERIFIED","Local error O(h^3); global O(h^2)."
"TS-F-03","7","Implicit trapezoidal update","SOURCE_VERBATIM","Implicit trapezoidal step: x_{n+1} from x_n and f at both ends.","RUNTIME_EQUATION","x_{n+1}","x","y","f","see source_notation/project_notation","mixed","system base","machine into network","rotor dq frame","network into bus","implicit; f_{n+1} depends on x_{n+1},y_{n+1}","Hairer, Nørsett & Wanner","Solving ODEs I","2nd ed.","II.1","--","--","Eq 1.3","--","x_{n+1} = x_n + (h/2)*(f_n + f_{n+1})","identical (x_new = x + 0.5*h*(f0+f1) in ts_step_kernel.m:78,163)","source: x_{n+1} = x_n + (h/2)*(f_n + f_{n+1}) -> project: identical (x_new = x + 0.5*h*(f0+f1) in ts_step_kernel.m:78,163)","ts_step_kernel","+stability/ts_step_kernel.m:78,163","test_ts_characterization_fixed","VERIFIED","Implicit: requires corrector iteration."
"TS-F-04","7","Corrector residual","PROJECT_DERIVED","Residual driving corrector iteration.","RUNTIME_EQUATION","R_x","x","y","f","see source_notation/project_notation","mixed","system base","machine into network","rotor dq frame","network into bus","implicit trapezoidal","Hairer, Nørsett & Wanner","Solving ODEs I","2nd ed.","II.1","--","--","Eq 1.4","--","R_x = x_{n+1} - x_n - (h/2)*(f_n + f_{n+1})","identical (R = x_new - x - 0.5*h*(f0+dae_f(x_new,y_new)) in ts_step_kernel.m:82,165)","source: R_x = x_{n+1} - x_n - (h/2)*(f_n + f_{n+1}) -> project: identical (R = x_new - x - 0.5*h*(f0+dae_f(x_new,y_new)) in ts_step_kernel.m:82,165)","ts_step_kernel","+stability/ts_step_kernel.m:82,165","test_ts_characterization_fixed","VERIFIED","Corrector drives R_x to zero."
"TS-F-05","7","Algebraic residual","PROJECT_DERIVED","Network algebraic constraint at new time.","RUNTIME_EQUATION","R_g","none","x, y","g","see source_notation/project_notation","mixed","system base","machine into network","rotor dq frame","network into bus","DAE index-1","Hairer, Nørsett & Wanner","Solving ODEs I","2nd ed.","II.1","--","--","Eq 1.5","--","R_g = g(t_{n+1}, x_{n+1}, y_{n+1}, u_{n+1})","identical (alg_res = norm(dae_g(x_pred,y_pred,Y),inf) in ts_step_kernel.m:114)","source: R_g = g(t_{n+1}, x_{n+1}, y_{n+1}, u_{n+1}) -> project: identical (alg_res = norm(dae_g(x_pred,y_pred,Y),inf) in ts_step_kernel.m:114)","ts_step_kernel","+stability/ts_step_kernel.m:114","test_ts_characterization_fixed","VERIFIED","Classical: g=0 by construction (linear network)."
"TS-F-06","7","Coupled correction process","PROJECT_DERIVED","Iterate corrector: solve algebraic, update state, check residual.","RUNTIME_EQUATION","x, y","x","y","f, g","see source_notation/project_notation","mixed","system base","machine into network","rotor dq frame","network into bus","implicit coupling","Hairer, Nørsett & Wanner","Solving ODEs I","2nd ed.","II.1","--","--","Eq 1.6","--","iterate: solve g=0 for y; update x via trapezoidal; check R_x","identical (ts_step_kernel.m:73-91 adaptive loop)","source: iterate: solve g=0 for y; update x via trapezoidal; check R_x -> project: identical (ts_step_kernel.m:73-91 adaptive loop)","ts_step_kernel","+stability/ts_step_kernel.m:73-91","test_ts_characterization_fixed","VERIFIED","Adaptive corrector: iterate until update+residual converge."
"TS-F-07","7","Update convergence criterion","PROJECT_DERIVED","Stop corrector when state update below tolerance.","RUNTIME_EQUATION","upd","x","y","none","see source_notation/project_notation","mixed","system base","machine into network","rotor dq frame","network into bus","corrector convergence","Hairer, Nørsett & Wanner","Solving ODEs I","2nd ed.","II.1","--","--","Eq 1.7","--","upd = norm(x_new - x_pred, inf); stop if upd <= tol","identical (upd=norm(x_new-x_pred,inf); if upd<=tol_now && resn<=tol_now break)","source: upd = norm(x_new - x_pred, inf); stop if upd <= tol -> project: identical (upd=norm(x_new-x_pred,inf); if upd<=tol_now && resn<=tol_now break)","ts_step_kernel","+stability/ts_step_kernel.m:83,88","test_ts_characterization_fixed","VERIFIED","tol_now = abs_tol + rel_tol*max(1,norm(x_pred,inf))."
"TS-F-08","7","Trapezoidal-residual convergence criterion","PROJECT_DERIVED","Stop corrector when trapezoidal residual below tolerance.","RUNTIME_EQUATION","resn","x","y","f","see source_notation/project_notation","mixed","system base","machine into network","rotor dq frame","network into bus","corrector convergence","Hairer, Nørsett & Wanner","Solving ODEs I","2nd ed.","II.1","--","--","Eq 1.8","--","resn = norm(R_x, inf); stop if resn <= tol","identical (resn=norm(R,inf); if upd<=tol_now && resn<=tol_now break)","source: resn = norm(R_x, inf); stop if resn <= tol -> project: identical (resn=norm(R,inf); if upd<=tol_now && resn<=tol_now break)","ts_step_kernel","+stability/ts_step_kernel.m:84,88","test_ts_characterization_fixed","VERIFIED","Both upd and resn must converge."
"TS-F-09","7","Event-grid insertion","PROJECT_DERIVED","Snap fault/clear times to exact grid points to avoid one-step-late events.","RUNTIME_EQUATION","t_event","none","t_fault, t_clear","none","see source_notation/project_notation","s","system base","machine into network","rotor dq frame","network into bus","floating-point accumulation otherwise late","Hairer, Nørsett & Wanner","Solving ODEs I","2nd ed.","II.1","--","--","Eq 1.9","--","event_times = sort(unique([t_fault, t_clear]))","identical (ts_adaptive_driver.m:92-100 event_times assembly)","source: event_times = sort(unique([t_fault, t_clear])) -> project: identical (ts_adaptive_driver.m:92-100 event_times assembly)","ts_adaptive_driver","+stability/ts_adaptive_driver.m:92-100","test_ts_characterization_fixed","VERIFIED","Event grid snaps to exact times."
"TS-F-10","7","Left/right topology event convention","PROJECT_DERIVED","Arrival step uses LEFT topology; at event, switch to RIGHT and re-solve.","RUNTIME_EQUATION","Y_left, Y_right","none","Ypre, Yfault, Ypost","none","see source_notation/project_notation","pu","system base","machine into network","rotor dq frame","network into bus","no step spans two topologies","Hairer, Nørsett & Wanner","Solving ODEs I","2nd ed.","II.1","--","--","Eq 1.10","--","arrival uses Y_left; at event switch to Y_right","identical (ts_adaptive_driver.m:160-185; Y_now=ts_topology_at(t,...); Y_right=ts_topology_at(t+eps,...))","source: arrival uses Y_left; at event switch to Y_right -> project: identical (ts_adaptive_driver.m:160-185; Y_now=ts_topology_at(t,...); Y_right=ts_topology_at(t+eps,...))","ts_adaptive_driver / ts_topology_at","+stability/ts_adaptive_driver.m:160-185","test_ts_characterization_fixed","VERIFIED","Public sample uses RIGHT-limit y (faulted voltage)."
"TS-F-11","7","Algebraic re-solve after topology switching","PROJECT_DERIVED","After topology switch, re-solve algebraic variables under new topology.","RUNTIME_EQUATION","y_right","none","x, Y_right","g","see source_notation/project_notation","mixed","system base","machine into network","rotor dq frame","network into bus","DAE index-1; y jumps at event","Hairer, Nørsett & Wanner","Solving ODEs I","2nd ed.","II.1","--","--","Eq 1.11","--","solve g(x, y_right, Y_right) = 0","identical (ts_algebraic_solve(x,y,Y_right,...) in ts_adaptive_driver.m:167-168)","source: solve g(x, y_right, Y_right) = 0 -> project: identical (ts_algebraic_solve(x,y,Y_right,...) in ts_adaptive_driver.m:167-168)","ts_adaptive_driver / ts_algebraic_solve","+stability/ts_adaptive_driver.m:166-177","test_ts_characterization_fixed","VERIFIED","Classical: re-solved inline in dae_f next step."
"TS-F-12","7","Public output reconstruction","PROJECT_DERIVED","Reconstruct delta, omega, Pe, Vbus for public output after event switch.","RUNTIME_EQUATION","delta, omega, Pe, Vbus","x","y","Y","see source_notation/project_notation","mixed","system base","machine into network","rotor dq frame","network into bus","output sampling","Hairer, Nørsett & Wanner","Solving ODEs I","2nd ed.","II.1","--","--","Eq 1.12","--","rec = strat.reconstruct(x, y, Y_rec)","identical (ts_adaptive_driver.m:190-195 reconstruct after event)","source: rec = strat.reconstruct(x, y, Y_rec) -> project: identical (ts_adaptive_driver.m:190-195 reconstruct after event)","ts_adaptive_driver","+stability/ts_adaptive_driver.m:190-195","test_ts_characterization_fixed","VERIFIED","Vbus at t_event reflects right-limit (faulted) voltage."
"TS-A-01","8.2","Order definition","SOURCE_VERBATIM","Trapezoidal method global order p=2; local error O(h^{p+1})=O(h^3).","THEORY_FOUNDATION","p","none","none","none","see source_notation/project_notation","dimensionless","system base","machine into network","rotor dq frame","network into bus","smooth f","Hairer, Nørsett & Wanner","Solving ODEs I","2nd ed.","II.4","164-172","--","Eq 4.x","--","p=2; local LTE O(h^3); global O(h^2)","identical (p=2; q=p+1=3 in ts_adaptive_driver.m:42-43)","source: p=2; local LTE O(h^3); global O(h^2) -> project: identical (p=2; q=p+1=3 in ts_adaptive_driver.m:42-43)","ts_adaptive_driver","+stability/ts_adaptive_driver.m:42-43","test_ts_adaptive_lte","VERIFIED","Hairer section/page NOT verified on host; estimator stays PROJECT_DERIVED."
